party,url,content,date
conservative,https://www.conservative.ca/andrew-scheer-trudeau-must-scrap-secret-fuel-tax/,"

















The Honourable Andrew
Scheer, Leader of Canada’s Conservatives and of the Official Opposition, sent a
letter to Prime Minister Justin Trudeau this morning calling on him to scrap
his secret fuel tax.
The following is an excerpt from the letter:“Your carbon tax has
already increased the cost of gasoline by five cents a litre. This has made it
more expensive for moms and dads to drive to their kids to soccer practice, for
seniors to get to their doctors appointments, for farmers to plant their crops,
and for small business owners to serve their customers. Everyday essentials
like groceries and home heating have also become more expensive, meaning more
Canadians are just getting by, instead of getting ahead.Your secret fuel tax will
undoubtedly increase the cost of gasoline by at least another four cents a
litre, a fact you continue to hide. It is also an unprecedented tax that will
apply to all fuel sources, including the fuel used for manufacturing and home
heating, which will make Canadian businesses less competitive and gas more
expensive.”
The letter goes on to say:“Prime Minister, Canadians
are tired of your government’s never-ending tax hikes and deserve to know the
truth. You promised transparency, but yet again are not as advertised.Given these facts, will
you scrap your secret fuel tax?I can assure you that this
October, a new Conservative government under my leadership will scrap your
carbon tax and your secret fuel tax, leave more money in Canadians’ pockets,
and let them get ahead.”
Click here to view the full letter.
",2019-07-08
conservative,https://www.conservative.ca/trudeau-liberals-helping-trudeau-liberals-yet-again-scheer/,"
FOR IMMEDIATE RELEASE
 
Ottawa, ON – This
morning media reported that the Trudeau Liberals had appointed 5 individuals
with close relationships to a senior Liberal cabinet minister to judicial
appointments in New Brunswick.
 
In response, the Honourable Andrew Scheer, Leader of Canada’s Conservatives and
of the Official Opposition, released the following statement: 
 
“Once again, the Trudeau Liberals have been caught red-handed abusing the power
of their offices to reward their rich and powerful friends.
 
“Canadians saw this during the SNC-Lavalin corruption scandal, when Justin
Trudeau tried to protect his corporate friends. They saw it when Trudeau handed
millions of dollars to Loblaw’s, a multi-billion company, to buy new fridges.
And they’re seeing it again today, with close personal friends of a Trudeau
minister getting government appointments.
 
“Of course, Trudeau has set the tone for this government. He was the first
Prime Minister in Canadian history to be found guilty of violating Canada’s
Conflict of Interest laws, which sent a message to his entire cabinet that it’s
okay to play fast and loose with the rules to reward their friends and punish
their enemies.
 
“When it comes to Justin Trudeau and the Liberals it has always been about who
you know, not what you know. He promised to be different, but clearly Justin
Trudeau is Not as Advertised.”
 
-30-
For more information, please contact: Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-07-02
conservative,https://www.conservative.ca/justin-trudeau-continues-to-lie-to-canadians/,"
Yesterday, Justin Trudeau was interviewed by
the Toronto Star Editorial Board, making numerous false claims about his
economic record and ethical scandals.
“Trudeau claimed he lowered taxes on the middle-class. In
fact, he raised taxes on 80% of middle-class families and brought in a carbon
tax that makes gasoline, groceries, and home heating even more expensive.
“Trudeau also claimed that he supports first-time home
buyers, when in fact he will raise their taxes even higher as a result of his
endless deficits.
“Trudeau tried to assure reporters he wants to restore
confidence in government institutions, but he used the power of his office to
reward his supporters and punish his critics.
“Most absurdly, Justin Trudeau lied about why he broke
federal law, when he claimed that his motivation during the SNC corruption
scandal was to save jobs. This was simply a made up talking point by the
Liberal Party of Canada. What’s worse, when he was challenged to show evidence,
Trudeau could not answer a direct question about where the 9,000 jobs number
came from.
“Under Justin Trudeau, the scandals will continue and life
will get even more unaffordable. He is not as advertised.
“In contrast, a new Conservative government led by Prime
Minister Andrew Scheer will follow and respect the law, all while living within
its means, and putting more money in your pocket so you can get ahead.”
",2019-09-06
conservative,https://www.conservative.ca/liberal-party-of-canada-should-pay-taxpayers-back-for-elections-canadas-partisan-gotv-campaign/,"
Today, the Conservative Party of Canada issued the following statement:
“The Trudeau Liberals and Election Canada’s attempts to use taxpayer funded partisan Liberal social media influencers as a Get out the Vote machine is one of the most egregious affronts to our democracy in recent memory.
“It was only after the Conservatives raised this issue repeatedly that it rightfully got kiboshed – but taxpayers are still on the hook for $650,000.
“For weeks, the Trudeau Liberals and Elections Canada refused to release the list of social media influencers. Now we know why. Quick Google searches showed that these influencers have partisan Liberal pasts.
“One of these ‘social media influencers’ called Liberal Party Leader Justin Trudeau her #mancrushfriday.
“One of these ‘social media influencers’ gushed that Liberal Party Leader Justin Trudeau photo-bombed her selfie.
“One of these ‘social media influencers’ described Liberal Party Leader Justin Trudeau as ‘really dreamy,’ and talked about basking in his ‘afterglow.’
“One of these ‘social media influencers’ ran an organized media blitz and campaign to defeat former Prime Minister Stephen Harper in the last election and compared Harper to Adolf Hitler.
“This appears to be nothing more than a $650,000 taxpayer funded partisan Liberal Get out the Vote Campaign – which taxpayers are still on the hook for.
“It was the Trudeau Liberals who changed the law to make these social media campaigns possible. It is the Trudeau Liberals who are stacking the deck in their party’s favour.
“The Liberal Party of Canada needs to do the right thing and pay-back the taxpayers for this $650,000 GOTV campaign.”
",2019-06-21
conservative,https://www.conservative.ca/justin-trudeaus-attempt-to-silence-his-critics-highly-inappropriate-scheer/,"
FOR IMMEDIATE RELEASE  Saguenay , Quebec – The Hon. Andrew Scheer, Leader of Canada’s Conservatives and of the Official Opposition, today released the following statement:   “Today I was disturbed to read that Justin Trudeau’s political office has ordered Canada’s non-partisan public service to do his political damage control.   “According to media reports, officials from Global Affairs Canada were ordered by the Prime Minister’s Office to pressure former career diplomat David Mulroney, who is now an academic and fellow at the University of Toronto Munk School, to clear his public statements with the Trudeau government. The reason for this pressure was reportedly due to the ‘election environment’ and therefore Mr. Mulroney had to be ‘very, very careful’.   “This exchange is highly inappropriate and represents a blatant attempt by Justin Trudeau to muzzle a respected former career diplomat. Trudeau has shown a clear pattern of silencing those who speak out.   “Justin Trudeau once said he admires China’s ‘basic dictatorship’, but this is not how things are done in Canada.   “This also raises questions as to whether or not officials have been ordered by Trudeau’s PMO to speak with former Ambassador to China, and former Trudeau cabinet minister, John McCallum. Mr. McCallum has made a number of inappropriate statements over the past year – including his comments on Canada’s extradition process and his encouragement of Chinese foreign interference in the upcoming election.   “As Mr. Mulroney stated, discouraging private citizens with expertise in foreign relations from speaking freely is ‘fundamentally an undemocratic idea’. I could not agree more. Justin Trudeau must answer for the many times he has exploited Canada’s non-partisan, public service for his own political purpose.   “Justin Trudeau promised to do politics differently, but clearly, he is not as advertised.”
-30-
For more information: Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-07-24
conservative,https://www.conservative.ca/trudeau-liberals-failing-canadas-agriculture-sector-berthold/,"
FOR IMMEDIATE RELEASE
Ottawa, ON – Luc Berthold, Conservative Shadow Minister Agriculture and Agri-Food, released the following statement regarding the recently released Statistics Canada information on farm incomes:
“Recently released statistics reaffirm what Conservatives have been saying all along; Justin Trudeau’s policies are failing Canada’s agriculture sector. The net farm income of agricultural producers fell 45.1% in 2018, the largest percentage decrease since 2006.
“Justin Trudeau’s failure to ensure stable export markets for Canada’s agriculture sector, the Liberal Carbon Tax and over-regulation have significantly hurt Canada’s farmers. It is clear that Canadian farmers are paying the price for the Liberal government’s mistakes at home, and abroad.
“Conservatives will continue to stand up for Canada’s agriculture sector and put forward policies that help farmers succeed.”
To read the full report click [here]. 
-30- 
For more information:
Office of Luc Berthold, MP
[email protected]
(613) 995-1377
",2019-05-28
conservative,https://www.conservative.ca/statement-from-conservative-leader-andrew-scheer-on-the-snc-lavalin-scandal-2/,"
FOR IMMEDIATE RELEASE
 
REGINA, SK
– The Honourable Andrew Scheer, Leader of Canada’s Conservatives and of the
Official Opposition, released the following statement regarding the Ethics
Commissioner’s ruling that Justin Trudeau broke ethics laws during the
SNC-Lavalin corruption scandal:
 
“Justin Trudeau is guilty again.  Heading into this election, Trudeau had
already become the only Prime Minister in Canadian history to be found guilty
of breaking ethics laws.  Now, we know he has done it again.
 
“Earlier today, and for the second time in just four years, the Ethics
Commissioner has found Trudeau guilty of violating the Conflict of Interest Act
in connection with his role in the SNC-Lavalin corruption trial. And today,
Justin Trudeau has been found guilty of illegally interfering to block the
fraud and bribery trial of a Liberal linked corporation.
 
“Now his first violation, for accepting a paid vacation on a luxury island from
someone lobbying his government, was shocking. This one is unforgivable. 
 
“The company, which had given $100,000 in illegal donations to the Liberal
Party, itself is on its own charged with defrauding some of the poorest people
on earth of over $100 million.
 
“What we have now is a clear picture of who Justin Trudeau truly is. And it’s
not who he promised he would be.
 
“He promised he would accountable and ethical. Instead, time and time again, he
has used the power of his office to enrich himself, reward his friends, and
punish his critics.
 
“As the Ethics Commissioner notes in his report, “the authority of the Prime
Minister and his office was used to circumvent, undermine, and ultimately
discredit,” Jody Wilson-Raybould.
 
“He promised he would be open and honest. But let’s remember on the day this
story first broke Justin Trudeau denied it completely.  He said that the
story was false.  He then said that he never pressured Jody
Wilson-Raybould.  We know now that is false.  He also said that she
never came to him with her concerns.  Again, we know now that was
false.  And he said that he would be happy to work and cooperate with the
Ethics Commissioner.  And now we know that is false as well.
 
“He promised he would be different.  Instead, we now know, beyond a shadow
of a doubt, that Justin Trudeau is not as advertised.  He has stated so
many falsehoods that no one can believe anything he says.
 
“Trudeau may never face a court of law for his role in this scandal, but he
will have to face the Canadian people over the next few weeks.
 
“And on the eve of this election, the choice before Canadians has never been
more clear. Between a Prime Minister who abuses his power, bends the law for
his friends, attempts to silence his critics and destroys their
reputations.  And a Conservative government led by a Prime Minister who
will uphold the rule of law, respect our democratic institutions, and help all
Canadians get ahead.”
 
-30-
For more information, please contact: Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-08-14
conservative,https://www.conservative.ca/the-hon-andrew-scheer-leader-of-canadas-conservatives-issues-statement-on-korean-war-veterans-day/,"
JULY 27, 2019
FOR IMMEDIATE RELEASE
OTTAWA, ON – The Hon. Andrew Scheer, Leader of Canada’s Conservatives, issues the following statement on Korean War Veterans Day, marking the 66th anniversary of the signing of the Korean War Armistice: 
“On this day every year, it is a fitting occasion for Canada to reflect on the sacrifices made by courageous Canadian soldiers, sailors, and airmen during the Korean War. 
“Over 26,000 Canadian Armed Forces personnel joined together with our allies to fight against a violent communist regime. Today, we mark 66 years since the signing of the armistice on July 27th, 1953, which ended the hostilities. More than 7,000 Canadians continued to serve in related peacekeeping duties over the decades that followed.  
“Today, we honour the veterans who bravely fought for peace and who risked their lives in the name of freedom. We also remember the 516 Canadians who gave their lives in this fight for freedom. Their ultimate sacrifice will forever be remembered and honoured by Canada. 
“I encourage all Canadians to take the time to reflect on the lessons of the Korean War and show their gratitude to our veterans who sacrificed everything to protect the fundamental values that we hold so dear. 
“Lest we forget.”
-30-
For more information, please contact:
Julie Pham
(613) 947-9932
[email protected]
",2019-07-27
conservative,https://www.conservative.ca/andrew-scheer-promises-more-support-for-canadas-veterans/,"
New Military Covenant will clear backlog for Veterans’ benefits within 24 months
Canadian Veterans struggling with months-long waits
for pensions and benefits can count on a new Conservative government to take
immediate action to get them the support they deserve.
Andrew Scheer, leader of Canada’s Conservatives,
announced a comprehensive plan today to deliver more help to Canada’s Veterans
in a timely and respectful manner.
“To every Veteran who has struggled and who
continues to struggle without the support and benefits you have earned through
your service, my message is this: You deserve better. After October 21, we are
going to make things better,” Scheer said. “Instead of forcing Veterans to work
harder for government benefits, it’s time the government worked harder for our Veterans’
benefit. It’s time for a government that works harder for you; it’s time for
you to get ahead.”
Scheer highlighted that a new Conservative
government will:
Enshrine, in legislation, a Military Covenant between the Government of
Canada and all Canada’s Veterans. This will guarantee that every Veteran is
treated with respect and is provided services in a timely manner.Clear the current backlog of Veterans’ benefit applications within 24
months.Create a reliable, dependable pension system that, unlike the Liberal
status quo, is fair to Canada’s most disabled Veterans.Strengthen transition services to support discharged or retired Canadian
Armed Forces members.Strike an independent inquiry to provide answers about Canadian Armed
Forces members who were administered mefloquine.Provide more service dogs to Canadian Veterans in their communities.Put vital
commemoration projects, like the National Memorial for Canada’s War in
Afghanistan, back on track.
“These actions are simple, straightforward, and
practical,” said Scheer. “They require new investment from a new government, but
even more importantly, they require new priorities.  Our military heroes are deserving. Our
military heroes are worth it.”
In 2015, Justin Trudeau promised that no Veteran
would have to “fight the government for the support and compensation they have
earned.”  Yet under the Trudeau Liberals
the number of Veterans left stranded on government waitlists had ballooned to
40,000 – a growth of over 33 per cent. Worst of all, Trudeau continues to fight
Veterans in court, and has dismissed their concerns saying, “They’re asking for
more than we are able to give.”
“Justin Trudeau never turned back SNC-Lavalin’s
lobbyists or claimed they were ‘asking for more than he was able give’,” said Scheer.
“When corporate lobbyists get the red carpet while Veterans get left out in the
cold, it’s proof that Justin Trudeau is not as advertised.”
“To our Veterans, whether you are among the
vanishing generations of heroes who served in 
World War II and the Korean War, or whether you are one of the heroes of
Afghanistan or conflict zones around the world, you deserve our gratitude,”
said Scheer.  
“When we look out for our Veterans, we are looking
out for the people who dedicated their lives to looking out for us. It’s time
for government that will stand up for our Veterans. It’s time for a
Conservative government that will help you get ahead.”
SUPPORTING
DOCUMENTS
Background 
Independent Parliamentary Budget Officer Costing:
Veterans
Pensions
Eliminate Veterans’ Benefits Backlog 
 Spending for other Veterans’ measures
",2019-09-22
conservative,https://www.conservative.ca/scheer-introduces-cyber-security-measures-to-protect-your-personal-data/,"
Today, the Hon. Andrew Scheer, Leader of Canada’s Conservatives,
announced the measures he would take, as Prime Minister, to safeguard
Canadians’ personal data online. 
 
“The Trudeau Liberal government has been particularly careless on this front,”
said Scheer at the Montreal Chamber of Commerce. “Just recently a Quebec
company made headlines, but they are not the only casualty to this crime. Many
Canadian companies are at risk of being the next victims of these criminals.”
 
“It’s past-time the federal government did something to protect Canadians’
information online,” said Scheer.
 
Increasingly, parts of our lives, important interactions and transactions are
moved online. Paying your monthly bills, transferring money between accounts,
making large purchases, and investing is all done with the click of a button or
the tap of a device. It is vital, that the government adopt new policies and
keep up with technology to make sure that Canadians – their money and their
personal information – is protected. 
 
A Conservative government would take a three-pronged approach to this issue:
sensible regulation, standards and education to ensure that consumers can make
informed decisions, and strong oversight at the highest levels of
government.  
We will ensure that plain language use agreements are put in place so that companies collecting electronic data must receive informed consent from Canadians.We will apply regulatory standards for the ethical and secure use of      artificial intelligence and the Internet of Things and create the Canada      Cyber Safe brand to ensure that consumers know when products have met rigorous security standards.An expert committee with industry leaders will define binding cyber security standards for critical infrastructure sectors and penalties for non-compliance.
“As Prime Minister, I
will also establish a Cabinet Committee on Cyber Security and Data Privacy and
conduct periodic cyber security penetration testing on all government
departments and establish performance benchmarks for senior public servants,”
said Scheer. 
 
FACTS : 

Today, Canadians are connected more than ever before, sharing and storing personal information online. Only thirty-four per cent of companies have data protection and control measures.Fifty-four per cent of Canadian businesses were affected by cybersecurity incidents that prevented employees from doing their jobs.Justin Trudeau’s Government has failed to take meaningful action on this front and we have seen numerous incidents impacting millions of Canadians.
",2019-09-06
conservative,https://www.conservative.ca/trudeau-creating-chaos-and-disarray-in-canadian-armed-forces-scheer/,"
FOR IMMEDIATE RELEASE 
 
Regina, SK
– The Honourable Andrew Scheer, Leader of Canada’s Conservatives and of the
Official Opposition, released the following statement regarding the resignation
of the Vice-Chief of the Defence Staff Paul Wynnyk:
 
“Justin Trudeau’s meddling and political interference has created
unprecedented chaos in the Canadian Armed Forces. In four years, he has
destroyed the careers of two of our country’s most senior military
officers and caused instability and turmoil at the highest levels of the
military.
 
“Vice-Admiral Mark Norman gave 38 years of his life in service to our great
country. He served with honour and integrity, even in the face of Trudeau’s
disgusting smear campaign against him.
 
“Despite everything that has come out, there remain serious and credible questions
about the Trudeau Liberals’ political interference in the Norman prosecution.
Now, as a direct result of Trudeau’s interference, we have once again lost
our military’s second-in-command. Like Mr. Norman, Paul Wynnyk is an
accomplished and dedicated military officer who has been caught in the middle
of Trudeau’s incompetence and poor judgment.
 
“The brave men and women who serve our country as a part of the Canadian Armed
Forces deserve stability and respect. Unfortunately, Justin Trudeau and
the Liberals have continually put their political self-interests ahead of the
heroes who put their lives on the line for our freedom.
 
“This is wrong and unconscionable. We must do better. Justin Trudeau promised
to be different, but clearly he is not as advertised. Under my leadership a
Conservative government will do better.”
 
Unanswered Questions
in the Norman Affair:
Why did the Liberals go to such great lengths to withhold evidence from Mark      Norman’s defence team?
How much are Canadian taxpayers on the hook for Trudeau’s settlement with      Mark Norman?
Was this all a part of an expensive scheme to cover-up Justin Trudeau’s political problems before an election?
  -30-
For more information: Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-07-10
conservative,https://www.conservative.ca/justin-trudeau-cannot-be-trusted-to-lower-taxes-for-canadians/,"
Trudeau has already raised taxes on more than 80% of middle-class families 
Today Justin Trudeau announced that a
re-elected Liberal government will immediately introduce legislation to lower
taxes for the middle-class. But just like in 2015, Trudeau is lying. He will
not lower taxes for middle-class families, he is not as advertised.

Justin Trudeau has already raised taxes by:
Introducing a carbon tax – up to $1,100 per household.Cancelling the Family Tax Cut – up to $2,000 per household.Cancelling the Arts and Fitness tax credits – up to $225 per child. Cancelling the Education Tax Credit – up to $720 per student.Cancelling the Textbook Tax Credit – up to $100 per student.Cancelling the Public Transit Tax Credit – up to $1000 per family.
 If Justin Trudeau is re-elected he will:
Increase natural gas prices for an average household by $469 a year.Add 31 cents/litre more to the price of gasoline.Implement a 50% tax on the sale of your home.Reintroduce tax hikes on Canadian small business by as much as 73%.
Only Andrew Scheer and the Conservative Party can be trusted to put more money in your pocket to help you get ahead: 
Introduce the Universal Tax Cut, saving an average couple $850.Take the GST off home heating costs, saving your family $107 every year.Introduce the Green Public Transit Tax Credit,      saving a family of four who take transit up to $1,000.Make maternity benefits tax-free, putting up to $4,000 back in the pockets of new parents.Introduce the Children’s Fitness Tax Credit,      allowing parents to claim up to $1,000 for sports activities.Introduce the Children’s Arts and Learning Tax      Credit, letting parents claim up to $500 for arts and      learning programs.Expand the Age Credit, benefiting the lowest-income Canadians the most and giving a senior couple up to $300.Boost government-matching to RESP’s by 50 per cent, helping parents get more for their kids’ education.Introduce the Green Home Renovation Tax Credit,      putting up to $3,800 back in the pockets of Canadians for green home improvements.
 


",2019-10-09
conservative,https://www.conservative.ca/andrew-scheer-statement-on-passing-of-mp-deepak-obhrai/,"
FOR IMMEDIATE RELEASE
 
Toronto, ON
– The Hon. Andrew Scheer, Leader of the Conservative Party of Canada and Leader
of the Official Opposition, released the following statement on the death of
Calgary-Forest Lawn Member of Parliament Deepak Obhrai:
 
“Jill and I were heartbroken this morning to learn of Deepak Obhrai’s passing.
Deepak fought a brief but courageous battle against cancer and passed away last
night in Calgary with his family by his side.
 
“Deepak was the longest-serving Conservative Member of Parliament, having been
elected first as a Reform MP for Calgary-East in the 1997 election and then
serving in a range of roles – both in opposition and in government – as a
Canadian Alliance and then Conservative MP. He was always a champion for his
riding and fought hard for his constituents. His decades of hard work to
advance the conservative movement and ultimately strengthen Canada will not be
forgotten.
 
“Deepak was a constant source of joy inside the Conservative caucus. He
brightened every room he walked into and often injected warmth, kindness, and
good humour into our deliberations. I know I speak on behalf of my Conservative
colleagues when I say that he will be missed tremendously.
 
“Personally, I will always have fond memories of the time we spent together
during the Conservative Party of Canada leadership race. In addition to the
laughs and good memories we all shared on the campaign trail, his campaign was
a testament to his strong beliefs in freedom, prosperity, and inclusiveness. He
was the first Hindu ever elected to the House of Commons.
 
“My prayers are with Deepak’s wife Neena and their children and grandchildren
during this time.”
 
-30-
For more information, please contact: Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-08-03
conservative,https://www.conservative.ca/scheer-announces-green-home-renovation-tax-credit-to-lower-greenhouse-gas-emissions/,"
New tax credit will allow Canadians to save up to $3,800 on green home renovations
Conservative
Leader Andrew Scheer was at Potvin & Bouchard today, highlighting the Conservatives’
proposed Green Home Renovation Tax Credit, a two-year program to encourage
homeowners to renovate their homes in ways that lower their power bills and
reduce greenhouse gas emissions.
Canadians
will be eligible to receive a 20% refundable credit on their income tax for
green improvements to their homes of over $1,000 and up to $20,000. This would
allow Canadians to save up to $3,800
on their renovations each year.
Eligible renovations would include: 
Installation of high-quality insulation Investments in high-efficiency furnaces Replacement of doors and windows with more efficient models Upgrading of ventilation, heating and cooling systemsInstallation of solar panels 
In
2017, emissions from buildings represented 12% of Canada’s overall emissions. 
“No
environmental plan is complete without a serious plan to tackle emissions from
buildings,” Scheer said. “Our Green Home Renovation Tax Credit will help lower
these emissions and fight climate change while putting more money in Canadians’
pockets so they can get ahead.”
This measure is one of the 55 policies of our environmental plan, A Real Plan to Protect Our Environment, introduced earlier this year. It is a realistic plan that balances Canada’s obligation to fight climate change with the core Conservative promise to put more money in Canadians’ pockets so they can get ahead.
FACTS:
Justin Trudeau’s signature so-called environmental policy is, in reality, not an environmental policy at all. His Carbon Tax gives big polluters a pass while punishing Canadians for driving to work and heating their homes.Canadian families and small businesses pay 92% of Trudeau’s Carbon Tax, while big polluters are only on the hook for 8%. Justin Trudeau and his environment minister have confirmed that a carbon tax hike is on the table, and the Conservative Party conducted research to determine just how much it would cost the average Canadian household. At the $102/ tonne level, Trudeau’s Carbon Tax would Increase the cost of natural gas by $469 per year Add 31 cents/litre to the price of gasoline. This means $2/litre gasoline is just around the corner if the Trudeau Liberals are re-elected. It is Canadians who bear the cost of Justin Trudeau’s Carbon Tax. In Ontario, the five-fold increase to the carbon tax would cost you $1,151.In New Brunswick, the five-fold increase to the carbon tax would cost you $959.In Manitoba, the five-fold increase to the carbon tax would cost you $1,116.In Saskatchewan, the five-fold increase to the carbon tax would cost you $1,930.In Alberta, the five-fold increase to the carbon tax would cost you $2,002.
Andrew Scheer’s Plan for you to get ahead:
Scrap the Trudeau Carbon Tax,
lowering the cost of everyday essentials like gas, groceries, and home heating.Introduce the Universal Tax Cut,
saving an average couple $850 per
year.Take the GST off home
heating costs, saving your family $107 every year.Introduce the Green Public
Transit Tax Credit, saving a family of four who take transit up to $1,000.Make maternity benefits tax-free,
putting up to $4,000 back in the pockets of new parents. Introduce the Children’s Fitness
Tax Credit, allowing parents to claim up to $1,000 for sports
activities.Introduce the Children’s Arts
and Learning Tax Credit, letting parents claim up to $500 for arts
and learning programs. Expand the Age Credit,
benefiting the lowest income Canadians the most and giving a senior couple up
to $300.Boost the RESP matching by 50%,
helping parents get more for their kids education.
Background Documents:
Backgrounder
PBO Report
",2019-09-25
conservative,https://www.conservative.ca/justin-trudeaus-carbon-tax-wont-meet-paris-targets-would-have-to-increase-gas-prices-by-23-cents-litre-pbo/,"
FOR IMMEDIATE RELEASE OTTAWA, ON – Today, the Honourable Andrew Scheer, the Leader of Canada’s Conservatives and of the Official Opposition, issued the following statement regarding Justin Trudeau’s Carbon Tax: “Justin Trudeau pretends he has a plan for climate change but its clear that his Carbon Tax will not even come close to achieving Canada’s emissions reductions targets.  The Parliamentary Budget Officer (PBO) confirmed today that his plan is not as advertised.  “Justin Trudeau’s Carbon Tax would need to be $102 per tonne in order to reach Canada’s Paris targets. That’s five times more expensive than it is today, meaning Canadians will pay more for groceries, home heating and gasoline prices will jump 23 cents a litre. “The Liberal Carbon Tax isn’t a plan to lower emissions, it’s just another cash grab which is hurting already over taxed Canadians.  That is why my first act as Prime Minister will be to scrap the Carbon Tax, leaving more money in Canadians’ pockets, so that they can get ahead. “I will also be unveiling A Real Plan to Protect Our Environment on June 19.  Unlike the Liberal plan, which is not an environmental plan but a plan to raises taxes on Canadians, our Conservative plan will take meaningful action to protect our environment while protecting Canadian taxpayers.” 
-30-
For more information:Daniel Schow[email protected](613) 286-1050Virginie Bonneau[email protected](613) 294-8150
",2019-06-12
conservative,https://www.conservative.ca/justin-trudeau-has-fumbled-every-step-of-the-way-on-the-world-stage-scheer/,"
FOR IMMEDIATE RELEASE
Saskatoon, SK – Today, Andrew Scheer, Leader of Canada’s Conservatives and the Official Opposition, issued the following statement regarding Justin Trudeau’s meeting with European Union Leaders:  “Today Justin Trudeau is meeting with out-going European Union leadership where he will boast about the Canadian European Union trade agreement, a legacy of the previous Conservative Government. It seems like the only successes that Justin Trudeau can point to on the trade file are thanks to the previous Conservative Government.  “Trudeau has bowed to pressure from the United States on NAFTA, allowed the Chinese government to bully our country and stop the exports of our canola, soy products and pork, and he has been condemned by international partners for his lack of leadership during the Trans-Pacific Partnership negotiations.  “When it comes to foreign policy, the Trudeau government has fumbled every step of the way.  “Justin Trudeau could use this meeting as an opportunity to raise a number of foreign policy priorities by reaffirming Canada’s sovereignty in the Artic and the defense of our Ukrainian partner.  But after so many failures, we will not hold out hope that Justin Trudeau will deliver results for Canadians. After all, when it comes to the international stage, Justin Trudeau is not as advertised.  “This fall, Canadians will have a choice between the weak leadership we’ve had on the world stage for the last four years, or a Conservative Government that will stand up for Canadians and give them the opportunity they need to get ahead – both at home, and abroad.”
-30-
For more information: Daniel Schow[email protected] (613) 286-1050 Virginie Bonneau[email protected] (613) 294-8150 
",2019-07-17
conservative,https://www.conservative.ca/andrew-scheer-introduces-the-universal-tax-cut/,"
Reducing lowest-income tax bracket will put more than $850 back into the pockets of an average Canadian family
The
average Canadian family will save over $850 per year on their income taxes
after a Conservative government reduces the rate of the lowest-income tax
bracket with the Universal Tax Cut, Conservative Party Leader Andrew Scheer
announced today.
“It’s
time for a universal tax cut that is focused on you,” said Scheer. “We’re going
to deliver a tax cut targeted specifically at taxpayers in the lowest-income
tax bracket. This means that every Canadian will see their income taxes go
down, and those in the lowest tax bracket see the biggest benefit of all.”
With
the Universal Tax Cut, the tax rate on income under $47,630 will be reduced
from 15 per cent to 13.75 per cent. This will allow an individual taxpayer to
save as much as $440 on their taxes. A two-income couple earning an average
salary would save over $850 per year.  
“That’s
$850 back in your pocket each and every year,” said Scheer. “This means more
money to pay the bills, to save up for your kids’ education or maybe even
finally afford a family vacation.”
Scheer
compared the Universal Tax Cut to the Trudeau Liberal record. Despite
campaigning on a promise to help the middle class, Justin Trudeau refused to
reduce the low-income tax bracket. Instead, the Liberals increased taxes on
essentials like transit passes, textbooks, and after school programs for kids,
while introducing a carbon tax that targets lower income families by increasing
the cost of gasoline, home heating and groceries. Today, 80 per cent of
Canadian middle-class families are paying an average of $800 more per year in
tax compared to when Trudeau was elected.
“Justin
Trudeau is not as advertised,” said Scheer. “Justin Trudeau has always been
able to find millions of dollars to hand out to well-connected corporations.
Under the Liberals, the more you have, the more you get. That’s not how
government should work.”
The
Universal Tax Cut is the next step in the Conservative plan to put more money
back in your pockets. Scheer has already announced that a Conservative
government will:
Cancel the Trudeau Carbon Tax.Take the GST off home heating, saving an
average household $107.Make all maternity benefits tax free, saving
new parents up to $4000. Introduce a Green Public Transit Tax Credit,
saving a family hundreds of dollars per year. 
“You
shouldn’t have to be a billionaire to get your government’s attention. Instead
you deserve a government that respects how hard you work and how much you
already pay,” said Scheer. “You deserve a Conservative government whose first priority
will be to help you get ahead.”
SUPPORTING
DOCUMENTATION:
– Backgrounder
– Independent
Parliamentary Budget Officer Costing
",2019-09-15
